ticker,date,side,spot,final,vol_rank_pct,credit,max_loss,pnl_per_spread
SPY,2025-01-13,bear_call,581.41,604.5,0.917,28.48,471.52,28.48
SPY,2025-01-14,bear_call,582.2,601.82,0.917,28.51,471.49,28.51
SPY,2025-01-15,bear_call,592.75,604.78,0.925,36.04,463.96,36.04
SPY,2025-01-16,bear_call,591.7,601.78,0.921,35.48,464.52,35.48
SPY,2025-01-17,bull_put,597.64,597.7,0.925,34.74,465.26,34.74
SPY,2025-01-21,bull_put,602.92,601.74,0.845,17.68,482.32,17.68
SPY,2025-01-22,bull_put,606.33,604.14,0.853,17.97,482.03,17.97
SPY,2025-01-23,bull_put,609.63,606.24,0.833,17.42,482.58,17.42
SPY,2025-01-24,bull_put,607.92,600.83,0.825,17.34,482.66,17.34
SPY,2025-01-27,bull_put,599.49,604.84,0.778,13.93,486.07,13.93
SPY,2025-01-28,bull_put,604.5,605.23,0.802,15.31,484.69,15.31
SPY,2025-01-29,bull_put,601.82,603.28,0.762,13.49,486.51,13.49
SPY,2025-02-03,bull_put,597.7,611.36,0.718,12.06,487.94,12.06
SPY,2025-03-03,bear_call,583.94,567.02,0.702,13.99,486.01,13.99
SPY,2025-03-04,bear_call,576.88,560.92,0.758,15.67,484.33,15.67
SPY,2025-03-05,bear_call,583.02,567.0,0.798,17.38,482.62,17.38
SPY,2025-03-06,bear_call,572.73,565.69,0.877,21.67,478.33,21.67
SPY,2025-03-07,bear_call,575.76,564.17,0.877,22.22,477.78,22.22
SPY,2025-03-10,bear_call,560.81,574.02,0.913,32.4,467.6,32.4
SPY,2025-03-11,bear_call,556.08,575.4,0.905,30.59,469.41,30.59
SPY,2025-03-12,bear_call,558.92,568.75,0.905,31.85,468.15,31.85
SPY,2025-03-13,bear_call,551.6,567.03,0.913,33.31,466.69,33.31
SPY,2025-03-14,bear_call,562.78,555.7,0.937,40.46,459.54,40.46
SPY,2025-03-17,bear_call,567.02,559.26,0.94,42.58,457.42,42.58
SPY,2025-03-18,bear_call,560.92,561.1,0.937,42.49,457.51,42.49
SPY,2025-03-19,bear_call,567.0,564.63,0.944,45.66,454.34,45.66
SPY,2025-03-20,bear_call,565.69,537.3,0.944,45.68,454.32,45.68
SPY,2025-03-21,bear_call,564.17,505.93,0.925,42.38,457.62,42.38
SPY,2025-03-24,bear_call,574.02,504.45,0.964,49.17,450.83,49.17
SPY,2025-03-25,bear_call,575.4,496.6,0.964,49.33,450.67,49.33
SPY,2025-03-26,bear_call,568.75,542.96,0.976,50.68,449.32,50.68
SPY,2025-03-27,bear_call,567.03,524.63,0.952,47.39,452.61,47.39
SPY,2025-03-28,bear_call,555.7,534.0,0.952,47.38,452.62,47.38
SPY,2025-03-31,bear_call,559.26,538.98,0.917,45.45,454.55,45.45
SPY,2025-04-01,bear_call,561.1,537.64,0.913,44.05,455.95,44.05
SPY,2025-04-02,bear_call,564.63,525.73,0.905,42.59,457.41,42.59
SPY,2025-04-03,bear_call,537.3,526.34,1.0,70.98,429.02,70.98
SPY,2025-04-04,bear_call,505.93,513.96,1.0,97.06,402.94,97.06
SPY,2025-04-07,bear_call,504.45,526.95,0.996,94.09,405.91,94.09
SPY,2025-04-08,bear_call,496.6,535.29,0.996,94.63,405.37,-405.37
SPY,2025-04-09,bear_call,542.96,546.44,1.0,133.23,366.77,133.23
SPY,2025-04-10,bear_call,524.63,550.55,1.0,135.36,364.64,135.36
SPY,2025-04-11,bear_call,534.0,551.07,0.996,135.24,364.76,135.24
SPY,2025-04-14,bear_call,538.98,554.09,0.996,135.41,364.59,135.41
SPY,2025-04-15,bear_call,537.64,554.02,0.988,135.21,364.79,135.21
SPY,2025-04-16,bear_call,525.73,558.4,1.0,135.52,364.48,-364.48
SPY,2025-04-17,bear_call,526.34,566.56,1.0,135.58,364.42,-364.42
SPY,2025-04-21,bear_call,513.96,563.57,1.0,136.34,363.66,-363.66
SPY,2025-04-22,bear_call,526.95,558.73,1.0,137.46,362.54,-362.54
SPY,2025-04-23,bear_call,535.29,561.19,1.0,138.38,361.62,138.38
SPY,2025-04-24,bear_call,546.44,564.97,1.0,139.58,360.42,139.58
SPY,2025-04-25,bear_call,550.55,564.14,1.0,139.82,360.18,139.82
SPY,2025-04-28,bear_call,551.07,582.93,0.992,139.02,360.98,-291.63
SPY,2025-04-29,bear_call,554.09,586.76,0.988,139.03,360.97,-357.52
SPY,2025-04-30,bear_call,554.02,587.45,0.984,139.0,361.0,-361.0
SPY,2025-05-01,bull_put,558.4,590.41,0.988,150.76,349.24,150.76
SPY,2025-05-02,bull_put,566.56,594.28,0.937,143.27,356.73,143.27
SPY,2025-05-05,bull_put,563.57,594.88,0.933,126.5,373.5,126.5
SPY,2025-05-06,bull_put,558.73,592.88,0.933,127.04,372.96,127.04
SPY,2025-05-07,bull_put,561.19,582.96,0.925,124.81,375.19,124.81
SPY,2025-05-08,bull_put,564.97,583.06,0.905,63.82,436.18,63.82
SPY,2025-05-09,bull_put,564.14,579.2,0.813,42.1,457.9,42.1
SPY,2025-05-12,bull_put,582.93,591.06,0.897,53.26,446.74,53.26
