ticker,date,side,spot,final,vol_rank_pct,credit,max_loss,pnl_per_spread
SPY,2025-05-13,bull_put,586.76,587.8,0.881,53.01,446.99,53.01
SPY,2025-05-14,bull_put,587.45,589.95,0.877,52.43,447.57,52.43
SPY,2025-05-15,bull_put,590.41,589.3,0.77,39.3,460.7,39.3
SPY,2025-05-16,bull_put,594.28,592.79,0.766,38.93,461.07,38.93
SPY,2025-05-21,bull_put,582.96,593.08,0.702,23.8,476.2,23.8
SPY,2025-05-27,bull_put,591.06,603.1,0.71,25.74,474.26,25.74
SPY,2025-05-28,bull_put,587.8,601.59,0.71,27.15,472.85,27.15
SPY,2025-05-29,bull_put,589.95,603.72,0.706,26.98,473.02,26.98
SPY,2025-05-30,bull_put,589.3,596.78,0.702,26.8,473.2,26.8
SPY,2025-11-06,bull_put,670.24,652.42,0.706,19.34,480.66,19.34
SPY,2026-03-23,bear_call,655.37,659.23,0.706,15.05,484.95,15.05
SPY,2026-03-26,bear_call,645.11,679.35,0.742,16.45,483.55,-182.0
SPY,2026-03-27,bear_call,634.04,686.0,0.794,20.33,479.67,-479.67
SPY,2026-03-30,bear_call,632.02,694.36,0.794,19.94,480.06,-480.06
SPY,2026-03-31,bear_call,650.12,699.75,0.865,39.52,460.48,-460.48
SPY,2026-04-01,bear_call,655.18,701.53,0.869,39.81,460.19,-460.19
SPY,2026-04-02,bear_call,655.76,710.06,0.869,39.77,460.23,-460.23
SPY,2026-04-06,bear_call,658.88,708.79,0.865,37.91,462.09,-462.09
SPY,2026-04-07,bear_call,659.23,703.91,0.865,36.08,463.92,-463.92
SPY,2026-04-08,bull_put,676.0,711.2,0.897,45.96,454.04,45.96
SPY,2026-04-09,bull_put,679.87,708.41,0.901,46.54,453.46,46.54
SPY,2026-04-10,bull_put,679.35,713.97,0.893,41.96,458.04,41.96
SPY,2026-04-13,bull_put,686.0,715.16,0.897,42.41,457.59,42.41
SPY,2026-04-14,bull_put,694.36,711.68,0.901,43.21,456.79,43.21
SPY,2026-04-15,bull_put,699.75,711.59,0.909,43.86,456.14,43.86
SPY,2026-04-16,bull_put,701.53,718.41,0.885,38.89,461.11,38.89
SPY,2026-04-17,bull_put,710.06,720.49,0.889,39.8,460.2,39.8
SPY,2026-04-20,bull_put,708.79,718.09,0.865,31.42,468.58,31.42
SPY,2026-04-21,bull_put,703.91,723.71,0.869,32.91,467.09,32.91
SPY,2026-04-22,bull_put,711.2,733.77,0.869,32.75,467.25,32.75
SPY,2026-04-23,bull_put,708.41,731.53,0.881,33.94,466.06,33.94
SPY,2026-04-24,bull_put,713.97,737.54,0.837,24.07,475.93,24.07
SPY,2026-04-27,bull_put,715.16,739.2,0.722,13.6,486.4,13.6
SPY,2026-04-28,bull_put,711.68,738.19,0.742,14.26,485.74,14.26
SPY,2026-06-05,bull_put,737.45,744.27,0.714,9.45,490.55,9.45
SPY,2026-06-10,bull_put,725.58,733.33,0.829,12.78,487.22,12.78
SPY,2026-06-11,bull_put,737.67,729.35,0.917,18.05,481.95,18.05
SPY,2026-06-12,bull_put,741.67,740.86,0.889,17.39,482.61,17.39
SPY,2026-06-15,bull_put,754.75,746.65,0.929,20.41,479.59,20.41
SPY,2026-06-16,bull_put,750.58,745.66,0.929,21.19,478.81,21.19
SPY,2026-06-17,bull_put,741.02,744.86,0.929,23.94,476.06,23.94
SPY,2026-06-18,bull_put,746.75,751.27,0.925,23.09,476.91,23.09
SPY,2026-06-22,bull_put,744.27,747.77,0.925,23.28,476.72,23.28
SPY,2026-06-23,bull_put,733.62,745.28,0.933,26.94,473.06,26.94
SPY,2026-06-24,bull_put,733.32,751.55,0.929,25.81,474.19,25.81
SPY,2026-06-25,bear_call,733.33,754.94,0.925,28.67,471.33,28.67
SPY,2026-06-26,bear_call,729.35,749.13,0.921,27.98,472.02,27.98
SPY,2026-06-29,bull_put,740.86,751.94,0.933,30.93,469.07,30.93
SPY,2026-06-30,bull_put,746.65,754.77,0.937,32.24,467.76,32.24
SPY,2026-07-01,bull_put,745.66,750.87,0.933,32.13,467.87,32.13
SPY,2026-07-02,bull_put,744.86,743.28,0.925,31.34,468.66,31.34
SPY,2026-07-06,bull_put,751.27,742.15,0.937,32.7,467.3,32.7
SPY,2026-07-07,bull_put,747.77,748.15,0.869,18.82,481.18,18.82
SPY,2026-07-08,bull_put,745.28,747.49,0.869,19.05,480.95,19.05
SPY,2026-07-09,bull_put,751.55,738.06,0.873,20.05,479.95,20.05
SPY,2026-07-10,bull_put,754.94,738.9,0.766,14.14,485.86,14.14
SPY,2026-07-13,bull_put,749.13,738.85,0.722,11.2,488.8,11.2
SPY,2026-07-14,bull_put,751.94,740.79,0.714,10.96,489.04,10.96
SPY,2026-08-04,bull_put,771.11,767.37,0.798,15.03,484.97,15.03
SPY,2026-08-05,bull_put,769.79,769.09,0.79,14.75,485.25,14.75
SPY,2026-08-06,bull_put,768.64,762.62,0.754,13.91,486.09,13.91
SPY,2026-08-07,bull_put,773.16,765.64,0.754,14.16,485.84,14.16
SPY,2026-08-10,bull_put,773.02,763.46,0.718,12.53,487.47,12.53
SPY,2026-08-11,bull_put,770.52,765.79,0.73,12.84,487.16,12.84
SPY,2026-08-12,bull_put,772.54,765.94,0.726,12.76,487.24,12.76
SPY,2026-08-13,bull_put,777.84,771.18,0.706,12.48,487.52,12.48
QQQ,2022-11-21,bull_put,281.82,281.79,0.861,112.64,387.36,112.64
QQQ,2022-11-22,bull_put,285.94,280.42,0.829,111.71,388.29,111.71
QQQ,2022-11-23,bull_put,288.79,283.97,0.813,109.01,390.99,109.01
QQQ,2022-11-25,bull_put,286.85,282.08,0.79,106.64,393.36,106.64
QQQ,2022-11-28,bull_put,282.65,285.6,0.746,102.42,397.58,102.42
QQQ,2022-11-29,bull_put,280.54,288.64,0.738,101.67,398.33,101.67
QQQ,2022-11-30,bull_put,293.43,286.44,0.849,113.0,387.0,113.0
QQQ,2022-12-01,bull_put,293.82,276.85,0.742,103.87,396.13,-124.03
QQQ,2022-12-02,bull_put,292.62,274.19,0.706,100.14,399.86,-279.76
QQQ,2022-12-05,bull_put,287.56,269.91,0.734,102.48,397.52,-224.72
QQQ,2022-12-06,bull_put,281.79,269.55,0.766,105.38,394.62,105.38
QQQ,2022-12-07,bull_put,280.42,273.55,0.77,105.47,394.53,105.47
QQQ,2022-12-08,bull_put,283.97,266.79,0.714,101.72,398.28,-196.43
QQQ,2024-02-22,bull_put,438.2,445.53,0.786,31.76,468.24,31.76
QQQ,2024-02-23,bull_put,436.77,439.17,0.794,32.12,467.88,32.12
QQQ,2024-02-26,bull_put,436.63,437.36,0.782,31.15,468.85,31.15
QQQ,2024-02-27,bull_put,437.6,443.65,0.774,29.63,470.37,29.63
QQQ,2024-02-28,bull_put,435.27,440.21,0.762,29.2,470.8,29.2
QQQ,2024-03-07,bull_put,445.53,445.79,0.762,28.88,471.12,28.88
QQQ,2024-03-08,bull_put,439.17,446.18,0.841,33.24,466.76,33.24
QQQ,2024-03-11,bull_put,437.36,444.76,0.829,31.95,468.05,31.95
QQQ,2024-03-12,bull_put,443.65,443.32,0.865,35.25,464.75,35.25
QQQ,2024-03-13,bull_put,440.21,444.93,0.817,31.25,468.75,31.25
QQQ,2024-03-14,bull_put,439.13,444.09,0.79,29.55,470.45,29.55
QQQ,2024-03-15,bull_put,433.95,445.0,0.845,32.09,467.91,32.09
QQQ,2024-03-18,bull_put,437.43,441.12,0.825,31.61,468.39,31.61
QQQ,2024-03-19,bull_put,438.62,442.09,0.813,30.29,469.71,30.29
QQQ,2024-03-20,bull_put,443.88,435.26,0.829,31.68,468.32,31.68
QQQ,2024-04-26,bear_call,431.08,442.1,0.869,33.5,466.5,33.5
QQQ,2024-04-29,bear_call,432.83,443.21,0.869,33.87,466.13,33.87
QQQ,2024-04-30,bear_call,424.63,445.97,0.937,38.3,461.7,27.45
QQQ,2024-05-01,bear_call,421.3,452.87,0.944,38.47,461.53,-461.53
QQQ,2024-05-02,bear_call,426.92,451.96,0.944,39.13,460.87,-330.27
QQQ,2024-05-03,bear_call,435.44,451.83,0.984,43.74,456.26,43.74
QQQ,2024-05-06,bull_put,440.26,454.94,0.996,43.29,456.71,43.29
QQQ,2024-05-07,bull_put,440.26,455.83,0.984,43.04,456.96,43.04
QQQ,2024-05-08,bull_put,440.13,455.68,0.976,41.68,458.32,41.68
QQQ,2024-05-09,bull_put,441.07,453.76,0.933,37.13,462.87,37.13
QQQ,2024-05-10,bull_put,442.1,457.98,0.877,32.3,467.7,32.3
QQQ,2024-07-17,bull_put,481.82,471.01,0.722,26.29,473.71,26.29
QQQ,2024-07-18,bull_put,479.44,459.56,0.73,26.62,473.38,26.62
QQQ,2024-07-19,bull_put,475.31,448.66,0.73,26.79,473.21,-261.66
QQQ,2024-07-22,bull_put,482.2,435.81,0.825,30.89,469.11,-469.11
QQQ,2024-07-23,bull_put,480.78,439.53,0.754,27.69,472.31,-472.31
QQQ,2024-07-24,bear_call,463.35,434.94,1.0,51.01,448.99,51.01
QQQ,2024-07-25,bear_call,458.22,448.0,1.0,51.91,448.09,51.91
QQQ,2024-07-26,bear_call,463.07,450.5,1.0,54.11,445.89,54.11
QQQ,2024-07-29,bear_call,463.91,451.4,1.0,54.14,445.86,54.14
QQQ,2024-07-30,bear_call,457.46,462.58,1.0,55.1,444.9,55.1
QQQ,2024-07-31,bear_call,471.01,462.82,1.0,66.42,433.58,66.42
QQQ,2024-08-01,bear_call,459.56,474.4,1.0,70.61,429.39,70.61
QQQ,2024-08-02,bear_call,448.66,475.06,1.0,72.31,427.69,-324.39
QQQ,2024-08-05,bear_call,435.81,481.19,1.0,77.04,422.96,-422.96
QQQ,2024-08-06,bear_call,439.53,480.18,1.0,78.77,421.23,-421.23
QQQ,2024-08-07,bear_call,434.94,482.55,0.992,75.83,424.17,-424.17
QQQ,2024-08-08,bear_call,448.0,474.92,1.0,85.55,414.45,-366.45
QQQ,2024-08-09,bear_call,450.5,480.16,0.996,85.54,414.46,-414.46
QQQ,2024-08-12,bear_call,451.4,475.36,0.992,85.47,414.53,-53.53
QQQ,2024-08-13,bear_call,462.58,476.88,1.0,92.21,407.79,92.21
QQQ,2024-08-14,bear_call,462.82,471.24,0.996,86.43,413.57,86.43
QQQ,2024-08-15,bull_put,474.4,470.79,0.996,93.71,406.29,93.71
QQQ,2024-08-16,bull_put,475.06,476.43,0.992,93.13,406.87,93.13
QQQ,2024-08-19,bull_put,481.19,461.85,0.988,92.9,407.1,92.9
QQQ,2024-08-20,bull_put,480.18,460.6,0.984,92.84,407.16,92.84
QQQ,2024-08-21,bull_put,482.55,461.13,0.96,78.75,421.25,78.75
QQQ,2024-08-22,bull_put,474.92,448.86,0.964,80.2,419.8,-151.2
QQQ,2024-08-23,bull_put,480.16,454.51,0.964,80.41,419.59,-83.79
QQQ,2024-08-26,bull_put,475.36,458.83,0.964,81.72,418.28,81.72
QQQ,2024-08-27,bull_put,476.88,468.37,0.948,79.14,420.86,79.14
QQQ,2024-08-28,bear_call,471.24,473.18,0.929,72.5,427.5,72.5
QQQ,2024-08-29,bear_call,470.79,475.25,0.917,65.01,434.99,65.01
QQQ,2024-08-30,bull_put,476.43,473.1,0.913,55.27,444.73,55.27
QQQ,2024-09-03,bear_call,461.85,473.5,0.913,58.84,441.16,58.84
QQQ,2024-09-04,bear_call,460.6,471.44,0.909,58.73,441.27,58.73
QQQ,2024-09-05,bear_call,461.13,483.32,0.901,56.35,443.65,56.35
QQQ,2024-09-06,bear_call,448.86,482.31,0.901,56.39,443.61,-443.61
QQQ,2024-09-09,bear_call,454.51,482.98,0.905,58.24,441.76,-441.76
QQQ,2024-09-10,bear_call,458.83,485.48,0.913,59.38,440.62,-311.47
QQQ,2024-09-11,bear_call,468.37,486.05,0.897,57.24,442.76,57.24
QQQ,2024-09-12,bull_put,473.18,489.36,0.897,56.62,443.38,56.62
QQQ,2024-09-13,bull_put,475.25,486.74,0.853,47.78,452.22,47.78
QQQ,2024-09-16,bull_put,473.1,487.94,0.853,48.03,451.97,48.03
QQQ,2024-09-17,bull_put,473.5,481.21,0.845,45.11,454.89,45.11
QQQ,2024-09-18,bull_put,471.44,481.96,0.845,45.25,454.75,45.25
QQQ,2024-09-19,bull_put,483.32,481.57,0.885,55.31,444.69,55.31
QQQ,2024-09-20,bull_put,482.31,487.37,0.861,51.23,448.77,51.23
QQQ,2024-09-23,bull_put,482.98,482.06,0.853,49.5,450.5,49.5
QQQ,2024-09-24,bull_put,485.48,489.2,0.837,48.01,451.99,48.01
QQQ,2024-09-25,bull_put,486.05,493.2,0.829,47.94,452.06,47.94
QQQ,2024-09-26,bull_put,489.36,492.62,0.821,45.53,454.47,45.53
QQQ,2024-09-27,bull_put,486.74,493.31,0.825,46.21,453.79,46.21
QQQ,2024-09-30,bull_put,487.94,497.5,0.81,44.39,455.61,44.39
QQQ,2024-11-15,bull_put,496.45,515.29,0.79,40.18,459.82,40.18
QQQ,2024-11-18,bull_put,499.96,516.95,0.794,41.01,458.99,41.01
QQQ,2024-11-19,bull_put,503.42,523.24,0.794,41.77,458.23,41.77
QQQ,2024-11-20,bull_put,503.08,521.89,0.766,37.0,463.0,37.0
QQQ,2024-11-21,bull_put,504.98,526.51,0.758,36.37,463.63,36.37
QQQ,2024-11-22,bull_put,505.79,522.39,0.754,35.96,464.04,35.96
QQQ,2024-11-25,bull_put,506.59,520.55,0.75,35.96,464.04,35.96
QQQ,2024-11-26,bull_put,509.33,529.95,0.746,34.96,465.04,34.96
QQQ,2024-11-27,bull_put,505.27,526.69,0.746,35.07,464.93,35.07
QQQ,2024-12-19,bull_put,514.18,524.55,0.714,33.12,466.88,33.12
QQQ,2024-12-20,bull_put,518.62,515.25,0.734,34.11,465.89,34.11
QQQ,2024-12-23,bull_put,517.84,515.19,0.734,34.23,465.77,34.23
QQQ,2024-12-24,bull_put,530.01,507.18,0.794,42.9,457.1,42.9
QQQ,2024-12-26,bull_put,529.6,505.52,0.79,42.85,457.15,42.85
QQQ,2024-12-27,bull_put,522.55,505.13,0.813,45.08,454.92,45.08
QQQ,2024-12-30,bull_put,515.57,516.56,0.829,47.55,452.45,47.55
QQQ,2024-12-31,bull_put,511.23,513.1,0.825,46.76,453.24,46.76
QQQ,2025-01-02,bear_call,510.33,521.77,0.817,49.04,450.96,49.04
QQQ,2025-01-03,bull_put,518.54,524.68,0.829,48.57,451.43,48.57
QQQ,2025-01-06,bull_put,524.55,531.51,0.853,50.8,449.2,50.8
QQQ,2025-01-07,bull_put,515.25,532.6,0.869,54.13,445.87,54.13
QQQ,2025-01-08,bull_put,515.19,529.62,0.865,53.37,446.63,53.37
QQQ,2025-01-10,bear_call,507.18,514.05,0.893,58.38,441.62,58.38
QQQ,2025-01-13,bear_call,505.52,521.81,0.837,52.65,447.35,52.65
QQQ,2025-01-14,bear_call,505.13,520.62,0.833,52.44,447.56,52.44
QQQ,2025-01-15,bull_put,516.56,523.06,0.909,58.15,441.85,58.15
QQQ,2025-01-16,bear_call,513.1,522.3,0.865,56.45,443.55,56.45
QQQ,2025-01-17,bull_put,521.77,517.97,0.913,59.67,440.33,59.67
QQQ,2025-01-21,bull_put,524.68,524.46,0.714,38.72,461.28,38.72
QQQ,2025-01-22,bull_put,531.51,526.83,0.718,40.7,459.3,40.7
QQQ,2025-01-23,bull_put,532.6,529.54,0.714,39.81,460.19,39.81
QQQ,2025-01-24,bull_put,529.62,522.98,0.714,40.47,459.53,40.47
QQQ,2025-01-27,bear_call,514.05,529.22,0.766,48.49,451.51,48.49
QQQ,2025-01-28,bull_put,521.81,527.9,0.817,50.43,449.57,50.43
QQQ,2025-01-29,bull_put,520.62,528.29,0.786,47.7,452.3,47.7
QQQ,2025-01-30,bull_put,523.06,535.88,0.738,44.87,455.13,44.87
QQQ,2025-01-31,bull_put,522.3,538.04,0.73,43.44,456.56,43.44
QQQ,2025-02-03,bear_call,517.97,539.29,0.734,47.3,452.7,47.3
QQQ,2025-02-04,bull_put,524.46,539.59,0.718,43.18,456.82,43.18
QQQ,2025-03-06,bear_call,488.35,479.31,0.786,50.35,449.65,50.35
QQQ,2025-03-07,bear_call,491.74,481.18,0.806,50.96,449.04,50.96
QQQ,2025-03-10,bear_call,473.3,490.49,0.917,65.68,434.32,65.68
QQQ,2025-03-11,bear_call,471.68,493.53,0.909,61.88,438.12,61.88
QQQ,2025-03-12,bear_call,477.1,484.54,0.913,65.53,434.47,65.53
QQQ,2025-03-13,bear_call,468.37,481.51,0.921,66.92,433.08,66.92
QQQ,2025-03-14,bear_call,479.67,468.96,0.929,72.7,427.3,72.7
QQQ,2025-03-17,bear_call,482.71,468.92,0.933,73.31,426.69,73.31
QQQ,2025-03-18,bear_call,474.58,472.62,0.933,73.73,426.27,73.73
QQQ,2025-03-19,bear_call,480.83,476.12,0.937,77.27,422.73,77.27
QQQ,2025-03-20,bear_call,479.31,450.7,0.937,77.29,422.71,77.29
QQQ,2025-03-21,bear_call,481.18,423.48,0.925,75.63,424.37,75.63
QQQ,2025-03-24,bear_call,490.49,423.79,0.952,80.39,419.61,80.39
QQQ,2025-03-25,bear_call,493.53,416.36,0.948,80.19,419.81,80.19
QQQ,2025-03-26,bear_call,484.54,464.74,0.964,82.2,417.8,82.2
QQQ,2025-03-27,bear_call,481.51,446.23,0.913,75.86,424.14,75.86
QQQ,2025-03-28,bear_call,468.96,454.27,0.925,77.78,422.22,77.78
QQQ,2025-03-31,bear_call,468.92,457.27,0.901,74.58,425.42,74.58
QQQ,2025-04-01,bear_call,472.62,458.12,0.909,75.82,424.18,75.82
QQQ,2025-04-02,bear_call,476.12,444.32,0.893,74.33,425.67,74.33
QQQ,2025-04-03,bear_call,450.7,444.03,1.0,92.31,407.69,92.31
QQQ,2025-04-04,bear_call,423.48,433.16,1.0,110.16,389.84,110.16
QQQ,2025-04-07,bear_call,423.79,444.35,0.996,105.14,394.86,105.14
QQQ,2025-04-08,bear_call,416.36,454.23,0.996,105.68,394.32,-394.32
QQQ,2025-04-09,bear_call,464.74,467.24,1.0,145.31,354.69,145.31
QQQ,2025-04-10,bear_call,446.23,472.49,1.0,146.99,353.01,-247.36
QQQ,2025-04-11,bear_call,454.27,472.48,0.996,146.69,353.31,146.69
QQQ,2025-04-14,bear_call,457.27,475.38,0.996,146.75,353.25,146.75
QQQ,2025-04-15,bear_call,458.12,475.23,0.988,146.44,353.56,146.44
QQQ,2025-04-16,bear_call,444.32,481.16,1.0,147.02,352.98,-352.98
QQQ,2025-04-17,bear_call,444.03,488.87,1.0,147.03,352.97,-352.97
QQQ,2025-04-21,bear_call,433.16,485.95,1.0,147.35,352.65,-352.65
QQQ,2025-04-22,bear_call,444.35,481.34,1.0,148.09,351.91,-351.91
QQQ,2025-04-23,bear_call,454.23,483.29,1.0,149.13,350.87,-350.87
QQQ,2025-04-24,bear_call,467.24,488.16,1.0,150.39,349.61,150.39
QQQ,2025-04-25,bear_call,472.49,488.01,1.0,150.66,349.34,150.66
QQQ,2025-04-28,bear_call,472.48,507.8,0.992,149.7,350.3,-350.3
QQQ,2025-04-29,bear_call,475.38,515.53,0.992,149.79,350.21,-350.21
QQQ,2025-04-30,bear_call,475.23,518.68,0.984,149.72,350.28,-350.28
QQQ,2025-05-01,bull_put,481.16,519.18,0.992,165.63,334.37,165.63
QQQ,2025-05-02,bull_put,488.87,521.53,0.937,159.11,340.89,159.11
QQQ,2025-05-05,bull_put,485.95,522.0,0.933,146.98,353.02,146.98
QQQ,2025-05-06,bull_put,481.34,520.28,0.933,147.59,352.41,147.59
QQQ,2025-05-07,bull_put,483.29,513.04,0.925,145.76,354.24,145.76
QQQ,2025-05-08,bull_put,488.16,514.07,0.869,83.83,416.17,83.83
QQQ,2025-05-09,bull_put,488.01,509.3,0.742,60.35,439.65,60.35
QQQ,2025-05-12,bull_put,507.8,521.21,0.79,74.41,425.59,74.41
QQQ,2025-05-13,bull_put,515.53,519.15,0.798,75.6,424.4,75.6
QQQ,2025-05-14,bull_put,518.68,520.1,0.794,75.45,424.55,75.45
QQQ,2025-10-30,bull_put,625.99,608.39,0.706,43.79,456.21,43.79
QQQ,2025-11-04,bull_put,619.16,596.27,0.762,50.6,449.4,50.6
QQQ,2025-11-05,bull_put,623.38,599.79,0.75,49.39,450.61,49.39
QQQ,2025-11-06,bull_put,611.69,585.82,0.786,55.37,444.63,55.37
QQQ,2025-11-20,bear_call,585.82,625.52,0.722,49.38,450.62,-450.62
QQQ,2025-11-21,bear_call,590.25,624.23,0.706,48.3,451.7,-398.45
QQQ,2025-11-24,bear_call,605.34,625.11,0.77,54.11,445.89,54.11
QQQ,2025-11-25,bull_put,608.91,627.69,0.758,51.46,448.54,51.46
QQQ,2025-11-26,bull_put,614.27,625.61,0.778,52.68,447.32,52.68
QQQ,2025-11-28,bull_put,619.1,613.71,0.742,50.6,449.4,50.6
QQQ,2025-12-01,bull_put,617.25,610.66,0.73,50.06,449.94,50.06
QQQ,2025-12-02,bull_put,621.99,611.86,0.75,50.84,449.16,50.84
QQQ,2026-03-27,bear_call,562.5,617.33,0.714,38.43,461.57,-461.57
QQQ,2026-03-30,bear_call,558.28,628.58,0.71,38.09,461.91,-461.91
QQQ,2026-03-31,bear_call,577.11,637.24,0.869,59.13,440.87,-440.87
QQQ,2026-04-01,bear_call,584.34,640.41,0.865,58.22,441.78,-441.78
QQQ,2026-04-02,bear_call,584.95,648.73,0.869,58.36,441.64,-441.64
QQQ,2026-04-06,bear_call,588.4,646.77,0.861,56.51,443.49,-443.49
QQQ,2026-04-07,bear_call,588.88,644.24,0.853,53.43,446.57,-446.57
QQQ,2026-04-08,bull_put,605.96,655.09,0.897,64.65,435.35,64.65
QQQ,2026-04-09,bull_put,610.05,651.4,0.901,65.33,434.67,65.33
QQQ,2026-04-10,bull_put,611.15,663.92,0.893,60.75,439.25,60.75
QQQ,2026-04-13,bull_put,617.33,664.28,0.897,61.01,438.99,61.01
QQQ,2026-04-14,bull_put,628.58,657.59,0.905,63.59,436.41,63.59
QQQ,2026-04-15,bull_put,637.24,661.59,0.913,65.39,434.61,65.39
QQQ,2026-04-16,bull_put,640.41,667.61,0.893,60.96,439.04,60.96
QQQ,2026-04-17,bull_put,648.73,674.1,0.905,61.46,438.54,61.46
QQQ,2026-04-20,bull_put,646.77,672.78,0.865,53.88,446.12,53.88
QQQ,2026-04-21,bull_put,644.24,681.53,0.869,54.61,445.39,54.61
QQQ,2026-04-22,bull_put,655.09,695.62,0.869,54.39,445.61,54.39
QQQ,2026-04-23,bull_put,651.4,694.93,0.885,56.28,443.72,56.28
QQQ,2026-04-24,bull_put,663.92,711.12,0.81,43.47,456.53,43.47
QQQ,2026-06-05,bull_put,705.38,738.1,0.984,62.62,437.38,62.62
QQQ,2026-06-08,bull_put,716.05,713.58,0.96,58.25,441.75,58.25
QQQ,2026-06-09,bull_put,707.86,710.6,0.964,60.03,439.97,60.03
QQQ,2026-06-10,bull_put,693.7,716.32,0.988,64.56,435.44,64.56
QQQ,2026-06-11,bull_put,716.63,705.62,1.0,77.55,422.45,77.55
QQQ,2026-06-12,bull_put,721.31,723.95,0.996,77.48,422.52,77.48
QQQ,2026-06-15,bull_put,743.81,736.07,1.0,84.56,415.44,84.56
QQQ,2026-06-16,bull_put,729.87,725.32,1.0,88.58,411.42,88.58
QQQ,2026-06-17,bull_put,722.48,712.53,1.0,89.32,410.68,89.32
QQQ,2026-06-18,bull_put,739.82,722.68,1.0,92.18,407.82,92.18
QQQ,2026-06-22,bull_put,738.1,709.48,1.0,92.32,407.68,92.32
QQQ,2026-06-23,bull_put,713.58,711.37,1.0,102.37,397.63,102.37
QQQ,2026-06-24,bull_put,710.6,723.21,0.996,99.68,400.32,99.68
QQQ,2026-06-25,bull_put,716.32,725.6,0.996,100.45,399.55,100.45
QQQ,2026-06-26,bull_put,705.62,711.85,0.996,101.04,398.96,101.04
QQQ,2026-06-29,bull_put,723.95,719.71,1.0,106.84,393.16,106.84
QQQ,2026-06-30,bull_put,736.07,717.7,1.0,108.84,391.16,108.84
QQQ,2026-07-01,bull_put,725.32,705.93,1.0,109.86,390.14,109.86
QQQ,2026-07-02,bull_put,712.53,695.31,1.0,111.49,388.51,111.49
QQQ,2026-07-06,bull_put,722.68,695.97,1.0,113.22,386.78,113.22
QQQ,2026-07-07,bear_call,709.48,708.78,0.964,95.79,404.21,95.79
QQQ,2026-07-08,bear_call,711.37,705.19,0.96,94.12,405.88,94.12
QQQ,2026-07-09,bull_put,723.21,691.98,0.96,97.22,402.78,97.22
QQQ,2026-07-10,bull_put,725.6,684.33,0.952,92.9,407.1,-405.63
QQQ,2026-07-13,bear_call,711.85,682.13,0.933,86.04,413.96,86.04
QQQ,2026-07-14,bull_put,719.71,675.4,0.933,87.77,412.23,-412.23
QQQ,2026-07-15,bear_call,717.7,661.6,0.913,76.83,423.17,76.83
QQQ,2026-07-16,bear_call,705.93,683.6,0.909,75.86,424.14,75.86
QQQ,2026-07-17,bear_call,695.31,687.89,0.913,76.95,423.05,76.95
QQQ,2026-07-20,bear_call,695.97,700.1,0.901,69.05,430.95,69.05
QQQ,2026-07-21,bear_call,708.78,723.69,0.901,74.37,425.63,74.37
QQQ,2026-07-22,bear_call,705.19,717.1,0.849,61.0,439.0,61.0
QQQ,2026-07-23,bear_call,691.98,714.7,0.873,65.17,434.83,65.17
QQQ,2026-07-24,bear_call,684.33,722.89,0.869,64.95,435.05,-369.4
QQQ,2026-07-27,bear_call,682.13,720.8,0.845,62.63,437.37,-394.22
QQQ,2026-07-28,bear_call,675.4,718.3,0.758,51.36,448.64,-448.64
QQQ,2026-07-29,bear_call,661.6,723.61,0.746,48.25,451.75,-451.75
QQQ,2026-07-30,bear_call,683.6,732.11,0.885,67.02,432.98,-432.98
QQQ,2026-07-31,bear_call,687.89,731.04,0.861,64.91,435.09,-435.09
QQQ,2026-08-03,bear_call,700.1,729.95,0.877,66.64,433.36,66.64
QQQ,2026-08-04,bull_put,723.69,717.76,0.905,76.08,423.92,76.08
QQQ,2026-08-05,bull_put,717.1,716.03,0.913,77.14,422.86,77.14
QQQ,2026-08-06,bull_put,714.7,710.93,0.889,73.83,426.17,73.83
QQQ,2026-08-07,bull_put,722.89,713.41,0.893,75.49,424.51,75.49
QQQ,2026-08-10,bull_put,720.8,706.38,0.881,70.8,429.2,70.8
QQQ,2026-08-11,bull_put,718.3,710.66,0.877,69.42,430.58,69.42
QQQ,2026-08-12,bull_put,723.61,711.28,0.877,70.06,429.94,70.06
QQQ,2026-08-13,bull_put,732.11,721.2,0.865,67.43,432.57,67.43
QQQ,2026-08-14,bull_put,731.04,717.54,0.821,63.32,436.68,63.32
IWM,2022-11-21,bull_put,182.75,180.08,0.758,79.4,420.6,79.4
IWM,2022-11-22,bull_put,184.79,179.54,0.718,75.11,424.89,75.11
IWM,2022-11-23,bull_put,185.16,180.81,0.714,75.04,424.96,75.04
IWM,2022-11-25,bull_put,185.56,178.59,0.71,75.06,424.94,75.06
IWM,2022-11-28,bull_put,181.82,180.82,0.702,74.17,425.83,74.17
IWM,2022-11-29,bull_put,182.39,181.39,0.706,74.34,425.66,74.34
IWM,2022-11-30,bull_put,187.37,180.19,0.77,81.04,418.96,81.04
IWM,2022-12-05,bull_put,182.85,172.05,0.73,76.08,423.92,-89.67
IWM,2022-12-06,bull_put,180.08,172.9,0.746,77.68,422.32,77.68
IWM,2022-12-07,bull_put,179.54,175.84,0.746,77.68,422.32,77.68
IWM,2023-11-03,bear_call,174.49,178.31,0.833,43.94,456.06,43.94
IWM,2023-11-06,bear_call,172.36,179.32,0.837,45.1,454.9,45.1
IWM,2023-11-07,bear_call,171.83,177.06,0.833,43.39,456.61,43.39
IWM,2023-11-08,bear_call,169.89,178.11,0.841,44.39,455.61,44.39
